step,mode,sequence_length,latency_ms,tokens_per_sec,kv_memory_mb,model_forward_ms,importance_scoring_ms,quantization_ms,dequantization_ms,precision_assignment_ms,tensor_copy_relayout_ms
0,baseline,64,40.25275004096329,24.843023122205267,0.0009765625,31.155125005170703,0.0,0.0,0.0,0.0,0.0
1,baseline,64,15.039959107525647,66.48954248151001,0.0009918212890625,14.60695790592581,0.0,0.0,0.0,0.0,0.0
2,baseline,64,16.562833916395903,60.37614124778965,0.001007080078125,16.19345904327929,0.0,0.0,0.0,0.0,0.0
3,baseline,64,16.37283293530345,61.07678518137071,0.0010223388671875,16.044749994762242,0.0,0.0,0.0,0.0,0.0
4,baseline,64,15.685457969084382,63.75331864526833,0.00103759765625,15.130667015910149,0.0,0.0,0.0,0.0,0.0
5,baseline,64,9.969207923859358,100.30887184193388,0.0010528564453125,9.674750035628676,0.0,0.0,0.0,0.0,0.0
6,baseline,64,11.182582937180996,89.42477830189819,0.001068115234375,10.644958005286753,0.0,0.0,0.0,0.0,0.0
7,baseline,64,11.058792006224394,90.42578967369622,0.0010833740234375,10.462917038239539,0.0,0.0,0.0,0.0,0.0
0,int8,64,23.128041997551918,43.23755552267888,0.00054931640625,8.344708941876888,0.0,7.512166048400104,6.697624921798706,0.0,0.0
1,int8,64,20.90533298905939,47.83468412214915,0.00057220458984375,7.965415949001908,0.0,6.928291986696422,5.3775409469380975,0.0,0.0
2,int8,64,15.028707915917039,66.53931965374689,0.000579833984375,8.021834073588252,0.0,2.8801249573007226,3.5197909455746412,0.0,0.0
3,int8,64,12.439124984666705,80.3915067364197,0.00058746337890625,5.896416027098894,0.0,2.7793749468401074,3.432000055909157,0.0,0.0
4,int8,64,12.010290985926986,83.2619293880345,0.0005950927734375,4.297415958717465,0.0,3.59912496060133,3.46775003708899,0.0,0.0
5,int8,64,11.229957919567823,89.04752868731,0.00060272216796875,4.945083055645227,0.0,2.3898750077933073,3.3759160432964563,0.0,0.0
6,int8,64,15.752332983538508,63.482660063434366,0.0006103515625,9.46470897179097,0.0,2.4298750795423985,3.332833992317319,0.0,0.0
7,int8,64,14.931709039956331,66.97157018825251,0.00061798095703125,7.89637491106987,0.0,2.86883395165205,3.833250026218593,0.0,0.0
0,blocked_int8,64,4.101915983483195,243.78851347190124,0.00054931640625,3.3349170116707683,0.0,0.2666250802576542,0.20770798437297344,0.0,0.0
1,blocked_int8,64,4.360374994575977,229.33807327212335,0.0006866455078125,3.418375039473176,0.0,0.37879194132983685,0.26770809199661016,0.0,0.0
2,blocked_int8,64,5.127332988195121,195.03316876480287,0.0006866455078125,3.6489589838311076,0.0,0.45654200948774815,0.3672499442473054,0.0,0.0
3,blocked_int8,64,4.885790986008942,204.67514940029605,0.0006866455078125,3.917125053703785,0.0,0.39499998092651367,0.2721670316532254,0.0,0.0
4,blocked_int8,64,5.967500037513673,167.57436006932053,0.0006866455078125,5.025540944188833,0.0,0.3814171068370342,0.26762508787214756,0.0,0.0
5,blocked_int8,64,4.74329199641943,210.8240438823649,0.0006866455078125,3.793874988332391,0.0,0.3564589424058795,0.26291701942682266,0.0,0.0
6,blocked_int8,64,4.517208086326718,221.37567738509367,0.0006866455078125,3.5005409736186266,0.0,0.3917079884558916,0.2844170667231083,0.0,0.0
7,blocked_int8,64,4.386332933790982,227.9808703749555,0.0006866455078125,3.48062498960644,0.0,0.34016696736216545,0.268666073679924,0.0,0.0
0,adaptive_recency_k16,64,37.3707499820739,26.75889567321187,0.0005950927734375,4.501375020481646,10.598459048196673,4.570500925183296,3.692583879455924,13.36550002451986,0.002334010787308216
1,adaptive_recency_k16,64,26.742667076177895,37.393428155518194,0.0005035400390625,9.682916919700801,4.26070811226964,0.7714589592069387,0.4919590428471565,11.0502919415012,0.0017919810488820076
2,adaptive_recency_k16,64,5.667666904628277,176.43944445348217,0.000518798828125,3.8806659867987037,0.0,0.8000408997759223,0.5433751503005624,0.0,0.0015409896150231361
3,adaptive_recency_k16,64,5.003958009183407,199.84180486022692,0.0005340576171875,3.4965830855071545,0.0,0.6544600473716855,0.4732509842142463,0.0,0.0015420373529195786
4,adaptive_recency_k16,64,6.2192080076783895,160.7921778408722,0.00054931640625,4.61995811201632,0.0,0.70816685911268,0.47033384907990694,0.0,0.001500011421740055
5,adaptive_recency_k16,64,5.534459021873772,180.68613319706816,0.0005645751953125,3.7426670314744115,0.0,0.8297100430354476,0.5218340083956718,0.0,0.0015419209375977516
6,adaptive_recency_k16,64,8.061124943196774,124.05216480907606,0.000579833984375,6.460542092099786,0.0,0.7062499644234776,0.4745001206174493,0.0,0.001459033228456974
7,adaptive_recency_k16,64,5.32291701529175,187.8669152885882,0.0005950927734375,3.68050008546561,0.0,0.697667826898396,0.491540995426476,0.0,0.001334003172814846
