step,mode,sequence_length,latency_ms,tokens_per_sec,kv_memory_mb,model_forward_ms,importance_scoring_ms,quantization_ms,dequantization_ms,precision_assignment_ms,tensor_copy_relayout_ms
20,baseline,128,84.45920899976045,11.840035110947301,5.203125,84.02241696603596,0.0,0.0,0.0,0.0,0.0
21,baseline,128,84.28075001575053,11.865105612053979,5.23828125,83.84458301588893,0.0,0.0,0.0,0.0,0.0
22,baseline,128,84.8396250512451,11.786945067189734,5.2734375,84.36516695655882,0.0,0.0,0.0,0.0,0.0
23,baseline,128,83.95579096395522,11.911030656948137,5.30859375,83.51783291436732,0.0,0.0,0.0,0.0,0.0
24,baseline,128,86.30916604306549,11.586254923388234,5.34375,85.90166596695781,0.0,0.0,0.0,0.0,0.0
25,baseline,128,84.6675829961896,11.810895795206582,5.37890625,84.16237507481128,0.0,0.0,0.0,0.0,0.0
26,baseline,128,83.4059159969911,11.9895571920351,5.4140625,82.96812500339001,0.0,0.0,0.0,0.0,0.0
27,baseline,128,84.37529194634408,11.851810843344042,5.44921875,83.92716606613249,0.0,0.0,0.0,0.0,0.0
28,baseline,128,85.60925000347197,11.680980734668788,5.484375,85.1342499954626,0.0,0.0,0.0,0.0,0.0
29,baseline,128,84.70541704446077,11.805620406486081,5.51953125,84.26095801405609,0.0,0.0,0.0,0.0,0.0
30,baseline,128,83.0742500256747,12.037424348591083,5.5546875,82.64833397697657,0.0,0.0,0.0,0.0,0.0
31,baseline,128,94.01337499730289,10.636784394015091,5.58984375,93.57008407823741,0.0,0.0,0.0,0.0,0.0
0,int8,128,109.8550419555977,9.102904902664276,2.252197265625,76.08262507710606,0.0,23.988750064745545,8.82408395409584,0.0,0.0
1,int8,128,110.04874994978309,9.086881954191348,2.270050048828125,81.24266704544425,0.0,15.147416037507355,12.65212509315461,0.0,0.0
2,int8,128,96.52179200202227,10.360354685282351,2.287628173828125,75.29958302620798,0.0,11.76637492608279,8.521709009073675,0.0,0.0
3,int8,128,96.09104099217802,10.406797446198983,2.305206298828125,76.1736249551177,0.0,10.180165991187096,8.99962498806417,0.0,0.0
4,int8,128,93.98241597227752,10.640288288555757,2.322784423828125,75.40816604159772,0.0,9.007291053421795,8.709292043931782,0.0,0.0
5,int8,128,94.45566695649177,10.586977279622838,2.340362548828125,75.90854202862829,0.0,9.075999958440661,8.675834047608078,0.0,0.0
6,int8,128,102.46545798145235,9.759386428361191,2.357940673828125,79.98245791532099,0.0,12.837874935939908,8.839957998134196,0.0,0.0
7,int8,128,100.4637919832021,9.953834911658555,2.375518798828125,80.3418749710545,0.0,9.92095796391368,9.184416965581477,0.0,0.0
8,int8,128,98.75391703099012,10.12618061201753,2.393096923828125,78.44079099595547,0.0,9.851374896243215,9.52108297497034,0.0,0.0
9,int8,128,95.41475004516542,10.480559866547269,2.410675048828125,76.27537497319281,0.0,9.810416959226131,8.473291993141174,0.0,0.0
10,int8,128,99.8239159816876,10.017639462104922,2.428253173828125,76.94687496405095,0.0,12.820458970963955,9.270707960240543,0.0,0.0
11,int8,128,95.74479202274233,10.44443231713814,2.445831298828125,75.94600005540997,0.0,9.845082997344434,9.151041973382235,0.0,0.0
12,int8,128,107.20874997787178,9.327596863188901,2.463409423828125,79.62500001303852,0.0,12.71295896731317,14.086166047491133,0.0,0.0
13,int8,128,95.71437502745539,10.447751444996145,2.480987548828125,76.38375007081777,0.0,10.416333097964525,8.124165935441852,0.0,0.0
14,int8,128,96.91470896359533,10.318351163553885,2.498565673828125,77.5264169787988,0.0,9.138500085100532,9.363666991703212,0.0,0.0
15,int8,128,101.87962499912828,9.81550530843195,2.516143798828125,76.56758301891387,0.0,9.639499941840768,14.86270793247968,0.0,0.0
16,int8,128,88.04320904891938,11.358059421077789,2.533721923828125,76.50295796338469,0.0,4.830125020816922,5.822374951094389,0.0,0.0
17,int8,128,101.78404091857374,9.824722922918637,2.55157470703125,78.99466692470014,0.0,10.640415945090353,9.28641704376787,0.0,0.0
18,int8,128,93.0219580186531,10.750149978561797,2.56915283203125,76.49787492118776,0.0,7.726707961410284,7.906125043518841,0.0,0.0
19,int8,128,95.17133294139057,10.50736570660233,2.58673095703125,77.66612502746284,0.0,8.386334055103362,8.283291943371296,0.0,0.0
20,int8,128,94.05254095327109,10.63235495675591,2.60430908203125,76.81995898019522,0.0,8.150625042617321,8.27041594311595,0.0,0.0
21,int8,128,95.60383309144527,10.459831658041345,2.62188720703125,78.55687499977648,0.0,8.06220795493573,8.116167038679123,0.0,0.0
22,int8,128,107.80437500216067,9.276061384150296,2.63946533203125,82.02508301474154,0.0,8.303416077978909,16.489375033415854,0.0,0.0
23,int8,128,95.37324996199459,10.485120307827314,2.65704345703125,76.54837495647371,0.0,8.953167009167373,8.976749959401786,0.0,0.0
24,int8,128,100.89166602119803,9.911621439474427,2.67462158203125,83.30312499310821,0.0,8.510416024364531,8.248874917626381,0.0,0.0
25,int8,128,94.45833310019225,10.58667845577263,2.69219970703125,76.98420900851488,0.0,8.15437501296401,8.545749937184155,0.0,0.0
26,int8,128,93.69750006590039,10.672643339434549,2.70977783203125,76.53079100418836,0.0,8.149791974574327,8.235207991674542,0.0,0.0
27,int8,128,95.21533292718232,10.50251014471344,2.72735595703125,77.86404190119356,0.0,8.127375040203333,8.410624926909804,0.0,0.0
28,int8,128,94.06004194170237,10.631507060349726,2.74493408203125,76.94387505762279,0.0,8.327415911480784,7.991875056177378,0.0,0.0
29,int8,128,94.48908304329962,10.583233192576861,2.76251220703125,76.74012496136129,0.0,8.24054202530533,8.701749960891902,0.0,0.0
30,int8,128,94.36612506397069,10.59702302412122,2.78009033203125,76.95937505923212,0.0,8.335040998645127,8.29849997535348,0.0,0.0
31,int8,128,97.47012495063245,10.259553894144375,2.79766845703125,78.92124995123595,0.0,8.359415922313929,9.35666705481708,0.0,0.0
0,blocked_int8,128,109.40433305222541,9.140405796566014,2.252197265625,93.69933302514255,0.0,6.083208951167762,8.6893750121817,0.0,0.0
1,blocked_int8,128,93.91125000547618,10.648351501462155,2.533721923828125,78.65008397493511,0.0,6.327291019260883,7.914957939647138,0.0,0.0
2,blocked_int8,128,111.90754198469222,8.935948214614433,2.533721923828125,76.18900004308671,0.0,8.36133398115635,7.8902499517425895,0.0,0.0
3,blocked_int8,128,91.13416692707688,10.972833062710425,2.533721923828125,75.78962505795062,0.0,7.638665963895619,6.892958073876798,0.0,0.0
4,blocked_int8,128,94.04983290005475,10.632661102786688,2.533721923828125,75.91658306773752,0.0,10.132792056538165,7.244083913974464,0.0,0.0
5,blocked_int8,128,91.454166918993,10.93443889643395,2.533721923828125,77.13370793499053,0.0,6.6466249991208315,6.987208966165781,0.0,0.0
6,blocked_int8,128,94.9334999313578,10.533689379650552,2.533721923828125,77.87733303848654,0.0,8.77249997574836,7.440416957251728,0.0,0.0
7,blocked_int8,128,91.18649992160499,10.966535625994217,2.533721923828125,76.56662503723055,0.0,6.956917000934482,6.768416031263769,0.0,0.0
8,blocked_int8,128,93.74204196501523,10.667572191068789,2.533721923828125,76.8463748972863,0.0,8.168500033207238,7.905000005848706,0.0,0.0
9,blocked_int8,128,94.98058399185538,10.528467587499255,2.533721923828125,76.61020802333951,0.0,7.856916054151952,9.645291022025049,0.0,0.0
10,blocked_int8,128,93.99166703224182,10.639241026089808,2.533721923828125,76.70516707003117,0.0,9.040458011440933,7.437958964146674,0.0,0.0
11,blocked_int8,128,92.85879193339497,10.769039518813385,2.533721923828125,75.74187498539686,0.0,8.984833024442196,7.321417098864913,0.0,0.0
12,blocked_int8,128,95.55016702506691,10.46570645698251,2.533721923828125,77.96208397485316,0.0,8.206999977119267,8.622832945547998,0.0,0.0
13,blocked_int8,128,95.86808399762958,10.431000165025994,2.533721923828125,77.67899997998029,0.0,10.038125095888972,7.352166925556958,0.0,0.0
14,blocked_int8,128,93.71941699646413,10.670147468349363,2.533721923828125,77.0609590690583,0.0,8.281207992695272,7.569417008198798,0.0,0.0
15,blocked_int8,128,93.62412500195205,10.681007699448728,2.533721923828125,76.02766691707075,0.0,8.093583048321307,8.666625013574958,0.0,0.0
16,blocked_int8,128,89.83770792838186,11.131183364531012,2.533721923828125,78.37845792528242,0.0,4.837041953578591,5.781958112493157,0.0,0.0
17,blocked_int8,128,96.47662506904453,10.365205035772544,2.81524658203125,77.85370794590563,0.0,8.773499983362854,8.909666095860302,0.0,0.0
18,blocked_int8,128,97.36233297735453,10.270912471177018,2.81524658203125,80.62395895831287,0.0,8.315416984260082,7.552624912932515,0.0,0.0
19,blocked_int8,128,106.48625006433576,9.390883793877897,2.81524658203125,89.48145899921656,0.0,8.28650000039488,7.84424995072186,0.0,0.0
20,blocked_int8,128,99.44179095327854,10.056134251140321,2.81524658203125,85.0377919850871,0.0,6.785708945244551,6.465708022005856,0.0,0.0
21,blocked_int8,128,99.03608390595764,10.09732978688431,2.81524658203125,83.77970801666379,0.0,7.005874998867512,7.242999970912933,0.0,0.0
22,blocked_int8,128,107.57258301600814,9.296048974218529,2.81524658203125,92.18966704793274,0.0,7.107916986569762,7.154999999329448,0.0,0.0
23,blocked_int8,128,100.11225007474422,9.988787578477117,2.81524658203125,85.78312490135431,0.0,6.802292075008154,6.657624966464937,0.0,0.0
24,blocked_int8,128,114.85341703519225,8.706750097766703,2.81524658203125,98.5549590550363,0.0,7.124791038222611,6.855958024971187,0.0,0.0
25,blocked_int8,128,105.49616697244346,9.479017377581206,2.81524658203125,86.53712505474687,0.0,9.665124933235347,8.126333937980235,0.0,0.0
26,blocked_int8,128,97.72541606798768,10.2327525451956,2.81524658203125,83.80345907062292,0.0,6.363041000440717,6.57020800281316,0.0,0.0
27,blocked_int8,128,96.41050000209361,10.372314218661705,2.81524658203125,81.65141707286239,0.0,7.1649589808657765,6.591542041860521,0.0,0.0
28,blocked_int8,128,97.68333390820771,10.237160833798859,2.81524658203125,82.90499995928258,0.0,7.019625045359135,6.79379201028496,0.0,0.0
29,blocked_int8,128,102.98941598739475,9.709735611301978,2.81524658203125,85.46033303719014,0.0,8.139875018969178,8.35887505672872,0.0,0.0
30,blocked_int8,128,100.46995803713799,9.953224023746056,2.81524658203125,82.51941693015397,0.0,8.839708054438233,8.146625012159348,0.0,0.0
31,blocked_int8,128,105.23466602899134,9.502572087077349,2.81524658203125,87.73837506305426,0.0,8.58912500552833,8.06804106105119,0.0,0.0
0,adaptive_recency_k1,128,153.29683292657137,6.523291974851147,2.53289794921875,79.60054092109203,15.148291015066206,23.721295408904552,15.35483484622091,15.017625060863793,0.016832957044243813
1,adaptive_recency_k1,128,135.35687502007931,7.3878774155480205,2.287078857421875,78.77879205625504,6.0784169472754,22.694754297845066,14.759083394892514,9.66745801270008,0.019875005818903446
2,adaptive_recency_k1,128,122.22283298615366,8.181777296172537,2.322235107421875,78.05925002321601,0.39841700345277786,22.83612103201449,14.163709129206836,1.4556660316884518,0.021666986867785454
3,adaptive_recency_k1,128,120.08883303496987,8.327168935922627,2.357391357421875,78.68233299814165,0.18699991051107645,22.619669209234416,14.129997231066227,1.3216659426689148,0.017749960534274578
4,adaptive_recency_k1,128,125.90574997011572,7.942449016326533,2.392547607421875,83.85695901233703,0.15529105439782143,23.399499128572643,14.006665674969554,0.8942079730331898,0.017749960534274578
5,adaptive_recency_k1,128,123.7329589203,8.08192100735366,2.427703857421875,78.54683301411569,0.44433295261114836,22.22499914932996,15.833078301511705,1.5757089713588357,0.020791077986359596
6,adaptive_recency_k1,128,119.34637499507517,8.378972549784315,2.462860107421875,78.24987499043345,0.16950001008808613,22.412543185055256,13.913249596953392,0.9928749641403556,0.018249964341521263
7,adaptive_recency_k1,128,123.76262503676116,8.07998375683265,2.498016357421875,77.6406250661239,0.17429201398044825,23.89678789768368,17.37262273672968,1.0297499829903245,0.017749960534274578
8,adaptive_recency_k1,128,117.11645894683897,8.538509522849525,2.533172607421875,75.91216696891934,0.15208299737423658,22.40591577719897,14.463540050201118,0.9032079251483083,0.01733400858938694
9,adaptive_recency_k1,128,116.6895410278812,8.5697483355519,2.568328857421875,75.532375019975,0.15041709411889315,22.468338953331113,14.435458811931312,0.8890420431271195,0.017249956727027893
10,adaptive_recency_k1,128,117.05420899670571,8.543050340275618,2.603485107421875,75.98204095847905,0.14562509022653103,22.467125789262354,14.498170930892229,0.8877920918166637,0.01737498678267002
11,adaptive_recency_k1,128,117.92750004678965,8.479786306020511,2.638641357421875,76.09070802573115,0.15479105059057474,22.458665654994547,14.872580533847213,1.021499978378415,0.018166028894484043
12,adaptive_recency_k1,128,116.52308399789035,8.581990500853076,2.673797607421875,76.0640410007909,0.14849996659904718,22.342622512951493,14.019662397913635,0.8927499875426292,0.018457998521625996
13,adaptive_recency_k1,128,118.53204108774662,8.43653741910782,2.708953857421875,77.5947499787435,0.1454170560464263,22.253378643654287,14.388334704563022,0.9596250019967556,0.017708982340991497
14,adaptive_recency_k1,128,117.12820897810161,8.53765295930514,2.744110107421875,76.62658300250769,0.15108392108231783,22.28862524498254,14.299456728622317,0.873040989972651,0.018165912479162216
15,adaptive_recency_k1,128,119.32225001510233,8.380666639067169,2.779266357421875,78.78362492192537,0.17150002531707287,21.858377032913268,14.548791106790304,0.8691250113770366,0.017000013031065464
16,adaptive_recency_k1,128,130.61145902611315,7.656296066641978,2.814422607421875,90.40908294264227,0.15495799016207457,22.346335579641163,13.763957656919956,0.867958995513618,0.018125050701200962
17,adaptive_recency_k1,128,133.4891669685021,7.491244590925932,2.427978515625,77.85604090895504,6.2865000218153,24.895417620427907,15.614043339155614,5.59754204005003,0.019749975763261318
18,adaptive_recency_k1,128,122.42758297361434,8.168093951634416,2.463134765625,76.68008306063712,0.1840420300140977,24.787586648017168,15.607626060955226,2.067374996840954,0.017583020962774754
19,adaptive_recency_k1,128,121.09520798549056,8.25796508908774,2.498291015625,76.69283298309892,0.16166700515896082,24.631168111227453,15.53449418861419,0.9930420201271772,0.016832957044243813
20,adaptive_recency_k1,128,121.76508305128664,8.212534947960465,2.533447265625,76.55841601081192,0.17345906235277653,24.64250347111374,16.213081893511117,0.9306250140070915,0.019583036191761494
21,adaptive_recency_k1,128,124.01579099241644,8.063489270178101,2.568603515625,79.00566596072167,0.16054196748882532,24.932710453867912,15.85970085579902,0.9524580091238022,0.017333077266812325
22,adaptive_recency_k1,128,125.43433404061943,7.972298873737152,2.603759765625,78.1356249935925,0.17200002912431955,25.177208241075277,17.401081509888172,0.9524589404463768,0.01725007314234972
23,adaptive_recency_k1,128,124.53908403404057,8.029607795466584,2.638916015625,79.57483304198831,0.16858289018273354,23.948504822328687,16.34266844484955,0.9139589965343475,0.015374971553683281
24,adaptive_recency_k1,128,128.79724998492748,7.764140927830565,2.674072265625,83.13683397136629,0.17024995759129524,23.810667102225125,16.90383313689381,0.9675419423729181,0.015416997484862804
25,adaptive_recency_k1,128,125.04474993329495,7.997137029211138,2.709228515625,78.46674998290837,0.18120906315743923,23.645582841709256,16.88637409824878,0.9869580389931798,0.014499993994832039
26,adaptive_recency_k1,128,129.86583297606558,7.700254771278456,2.744384765625,83.39545805938542,0.16612489707767963,25.785752572119236,15.909127658233047,1.1856670025736094,0.018000020645558834
27,adaptive_recency_k1,128,140.0004168972373,7.142835872653273,2.779541015625,86.61724999547005,0.2227090299129486,25.897794170305133,19.91270703729242,1.0310000507161021,0.025707995519042015
28,adaptive_recency_k1,128,137.7971670590341,7.257043242199507,2.814697265625,87.37733296584338,0.27074990794062614,27.06587698776275,18.179583828896284,1.1462500551715493,0.020875013433396816
29,adaptive_recency_k1,128,135.22179191932082,7.39525771553629,2.849853515625,87.22470793873072,0.1865000231191516,26.56266384292394,16.39183086808771,0.9617499308660626,0.01895800232887268
30,adaptive_recency_k1,128,130.39483304601163,7.669015532595038,2.885009765625,83.74875003937632,0.1842080382630229,25.847746874205768,15.764998854137957,1.0512910084798932,0.017542042769491673
31,adaptive_recency_k1,128,152.27887500077486,6.566899052773483,2.920166015625,98.7039590254426,0.3095839638262987,28.888876317068934,16.790038673207164,2.3471669992432,0.01970806624740362
0,adaptive_recency_k16,128,118.07245796080679,8.469375646706212,2.53289794921875,82.02491700649261,0.4308749921619892,18.969756783917546,12.1962457196787,0.8791249711066484,0.014541088603436947
1,adaptive_recency_k16,128,132.18650000635535,7.565069049804038,2.287078857421875,80.76962502673268,0.49329199828207493,29.877419001422822,16.018460039049387,1.3677499955520034,0.027999980375170708
2,adaptive_recency_k16,128,122.02208396047354,8.195237841733048,2.322235107421875,79.04550002422184,0.0,24.925002013333142,14.770166366361082,0.0,0.02058397512882948
3,adaptive_recency_k16,128,116.74879095517099,8.565399194446291,2.357391357421875,75.79370797611773,0.0,23.15929241012782,14.666831470094621,0.0,0.017375103197991848
4,adaptive_recency_k16,128,115.31487491447479,8.671908118893306,2.392547607421875,75.4381250590086,0.0,22.596459137275815,14.273290755227208,0.0,0.01858395989984274
5,adaptive_recency_k16,128,116.00766703486443,8.620119907242549,2.427703857421875,76.43854198977351,0.0,22.45570346713066,14.076378894969821,0.0,0.01733400858938694
6,adaptive_recency_k16,128,115.40408292785287,8.665204684527234,2.462860107421875,75.82812500186265,0.0,22.315124981105328,14.260749681852758,0.0,0.017749960534274578
7,adaptive_recency_k16,128,117.12741595692933,8.537710764213607,2.498016357421875,77.02433306258172,0.0,22.81067066360265,14.257123228162527,0.0,0.01808290835469961
8,adaptive_recency_k16,128,123.486208030954,8.098070350895643,2.533172607421875,82.41299993824214,0.0,22.636501002125442,15.313748503103852,0.0,0.017417012713849545
9,adaptive_recency_k16,128,125.7576250936836,7.9518041093336995,2.568328857421875,83.45345908310264,0.0,23.226212710142136,14.91625199560076,0.0,0.019959057681262493
10,adaptive_recency_k16,128,125.14125008601695,7.990970198177188,2.603485107421875,85.26241593062878,0.0,21.63608488626778,14.564456068910658,0.0,0.014457968063652515
11,adaptive_recency_k16,128,126.83799990918487,7.88407260218541,2.638641357421875,86.01104200351983,0.0,21.125588566064835,15.444586053490639,0.0,0.016125035472214222
12,adaptive_recency_k16,128,150.58091701939702,6.64094773623397,2.673797607421875,100.76658392790705,0.0,21.74649969674647,22.858335403725505,0.0,0.01708290074020624
13,adaptive_recency_k16,128,153.51612505037338,6.513973692808291,2.708953857421875,104.94716698303819,0.0,23.57899898197502,19.51854000799358,0.0,0.015666009858250618
14,adaptive_recency_k16,128,121.47208407986909,8.232344143716922,2.744110107421875,77.4974999949336,0.0,23.66550557781011,15.828292234800756,0.0,0.01595797948539257
15,adaptive_recency_k16,128,118.43495804350823,8.443452984824297,2.779266357421875,77.25758396554738,0.0,22.930753766559064,14.68579820357263,0.0,0.01737498678267002
16,adaptive_recency_k16,128,117.87799990270287,8.483347196469277,2.814422607421875,77.90762500371784,0.0,22.8635857347399,13.861201237887144,0.0,0.02229108940809965
17,adaptive_recency_k16,128,124.06237493269145,8.060461526248694,2.427978515625,78.2877920428291,0.48937497194856405,24.81383190024644,15.619746642187238,1.3715419918298721,0.022584106773138046
18,adaptive_recency_k16,128,122.31691705528647,8.17548401377715,2.463134765625,76.67120906990021,0.0,25.933578028343618,16.143624088726938,0.0,0.01770805101841688
19,adaptive_recency_k16,128,125.93933299649507,7.9403310801068825,2.498291015625,81.1130830552429,0.0,25.552375125698745,16.08891400974244,0.0,0.01691700890660286
20,adaptive_recency_k16,128,120.63970800954849,8.289144731027127,2.533447265625,76.25820906832814,0.0,25.31283430289477,15.947333886288106,0.0,0.01920794602483511
21,adaptive_recency_k16,128,122.20008403528482,8.183300428101619,2.568603515625,77.63183291535825,0.0,25.043207919225097,16.079374006949365,0.0,0.02162496093660593
22,adaptive_recency_k16,128,124.4180410867557,8.037419583729887,2.603759765625,77.76341598946601,0.0,25.330409174785018,18.138500046916306,0.0,0.017291982658207417
23,adaptive_recency_k16,128,123.44808294437826,8.100571318313367,2.638916015625,78.8119580829516,0.0,25.22704389411956,16.008873120881617,0.0,0.02174999099224806
24,adaptive_recency_k16,128,121.75154103897512,8.213448400459095,2.674072265625,76.5287090325728,0.0,25.234962115064263,16.71687071211636,0.0,0.018416903913021088
25,adaptive_recency_k16,128,129.67970792669803,7.711306695456578,2.709228515625,84.09641694743186,0.0,26.63599734660238,15.671841683797538,0.0,0.01754099503159523
26,adaptive_recency_k16,128,130.87220897432417,7.641041653054011,2.744384765625,83.51416699588299,0.0,25.01312701497227,17.689255764707923,0.0,0.020916922949254513
27,adaptive_recency_k16,128,139.50779207516462,7.168058393908318,2.779541015625,86.2683750456199,0.0,29.848208068870008,18.425336224026978,0.0,0.015625031664967537
28,adaptive_recency_k16,128,122.3386669298634,8.174030542390156,2.814697265625,77.73399993311614,0.0,24.865292012691498,16.056831111200154,0.0,0.01595797948539257
29,adaptive_recency_k16,128,121.56545801553875,8.2260209135409,2.849853515625,77.19387498218566,0.0,25.050543947145343,16.00761979352683,0.0,0.017040991224348545
30,adaptive_recency_k16,128,123.89691697899252,8.07122585761804,2.885009765625,79.14408296346664,0.0,25.22895240690559,16.234580660238862,0.0,0.01708301715552807
31,adaptive_recency_k16,128,145.88795905001462,6.854575295396182,2.920166015625,101.17724991869181,0.0,25.30270954594016,16.216414282098413,0.0,0.017457990907132626
0,adaptive_recency_k32,128,109.65424997266382,9.119573571013383,2.53289794921875,75.18312497995794,0.3137919120490551,17.552455072291195,12.428542948327959,0.6823750445619226,0.013833981938660145
1,adaptive_recency_k32,128,127.46041698846966,7.845572952193167,2.287078857421875,75.42954199016094,0.49287499859929085,30.309249879792333,16.382709960453212,1.2941249879077077,0.02775003667920828
2,adaptive_recency_k32,128,118.63362498115748,8.429313360009267,2.322235107421875,76.04287494905293,0.0,24.31267173960805,15.197292668744922,0.0,0.018832972273230553
3,adaptive_recency_k32,128,122.84041696693748,8.140643158750839,2.357391357421875,82.49575004447252,0.0,23.02154095377773,14.101461740210652,0.0,0.017042038962244987
4,adaptive_recency_k32,128,120.27779198251665,8.314086777926203,2.392547607421875,76.4302919851616,0.0,25.10141592938453,14.907831326127052,0.0,0.021417043171823025
5,adaptive_recency_k32,128,116.34095793124288,8.595425186295927,2.427703857421875,75.87854098528624,0.0,22.664576303213835,14.559288159944117,0.0,0.018625054508447647
6,adaptive_recency_k32,128,115.31062494032085,8.672227737188582,2.462860107421875,74.6924999402836,0.0,22.659625625237823,14.670537784695625,0.0,0.018583028577268124
7,adaptive_recency_k32,128,116.59341701306403,8.576813559619342,2.498016357421875,76.64920890238136,0.0,22.582961013540626,14.29899560753256,0.0,0.017666956409811974
8,adaptive_recency_k32,128,117.37566697411239,8.519653398183062,2.533172607421875,75.26287494692951,0.0,23.26616318896413,15.511790523305535,0.0,0.0177919864654541
9,adaptive_recency_k32,128,120.1247910503298,8.324676290850077,2.568328857421875,79.7368340427056,0.0,22.66379538923502,14.597961097024381,0.0,0.018249964341521263
10,adaptive_recency_k32,128,116.14679091144353,8.609794486379336,2.603485107421875,75.0062920851633,0.0,23.177251568995416,14.793297392316163,0.0,0.017290934920310974
11,adaptive_recency_k32,128,116.34658300317824,8.5950096185694,2.638641357421875,76.28891698550433,0.0,23.032918223179877,13.96021037362516,0.0,0.018083956092596054
12,adaptive_recency_k32,128,117.9362079128623,8.479160197679533,2.673797607421875,78.1239999923855,0.0,22.5532129406929,14.22574883326888,0.0,0.016915961168706417
13,adaptive_recency_k32,128,120.0723749352619,8.32831032566116,2.708953857421875,79.04612505808473,0.0,22.991705569438636,14.52070230152458,0.0,0.018541933968663216
14,adaptive_recency_k32,128,115.97104091197252,8.622842324568312,2.744110107421875,75.183582957834,0.0,22.688249475322664,14.643204398453236,0.0,0.01737498678267002
15,adaptive_recency_k32,128,115.43424997944385,8.662940160117788,2.779266357421875,74.71620803698897,0.0,22.833796101622283,14.634671155363321,0.0,0.01754099503159523
16,adaptive_recency_k32,128,117.07879195455462,8.541256561548403,2.814422607421875,75.48524998128414,0.0,22.47395587619394,16.004417091608047,0.0,0.027333968318998814
17,adaptive_recency_k32,128,121.08845904003829,8.258425352240602,2.427978515625,74.60737496148795,0.18850003834813833,25.80533002037555,16.208212124183774,1.0882500791922212,0.01725007314234972
18,adaptive_recency_k32,128,120.4097920563072,8.30497240234723,2.463134765625,76.7013750737533,0.0,24.388705380260944,16.22691552620381,0.0,0.016332953236997128
19,adaptive_recency_k32,128,120.16941595356911,8.321584922958921,2.498291015625,74.85058403108269,0.0,26.098323636688292,16.036580898799002,0.0,0.01737498678267002
20,adaptive_recency_k32,128,118.67462506052107,8.426401174556274,2.533447265625,74.60849999915808,0.0,25.07429209072143,15.90879075229168,0.0,0.016459031030535698
21,adaptive_recency_k32,128,118.34500008262694,8.449871133565534,2.568603515625,74.84604103956372,0.0,24.732249788939953,15.651707886718214,0.0,0.017457990907132626
22,adaptive_recency_k32,128,118.93179197795689,8.408180717443006,2.603759765625,75.44020796194673,0.0,24.799043079838157,15.634333132766187,0.0,0.0176670728251338
23,adaptive_recency_k32,128,118.20570903364569,8.459828278813193,2.638916015625,74.77637496776879,0.0,24.760914966464043,15.578043065033853,0.0,0.0176670728251338
24,adaptive_recency_k32,128,119.49479195754975,8.368565555185432,2.674072265625,75.17070893663913,0.0,24.898081552237272,16.358959721401334,0.0,0.017166021279990673
25,adaptive_recency_k32,128,631.8428340600803,1.5826720603511861,2.709228515625,87.05541701056063,0.0,523.8120001740754,17.100455821491778,0.0,0.019417027942836285
