step,mode,cosine_similarity,mae,mse,kl_divergence,baseline_argmax_token,test_argmax_token,argmax_match
2,adaptive_recency_k16,0.994282066822052,0.22825996577739716,0.08070585876703262,3.603461300372146e-05,315,315,1
3,adaptive_recency_k16,0.9962528944015503,0.2792840600013733,0.12348264455795288,0.0002599188592284918,11050,11050,1
4,adaptive_recency_k16,0.9958810210227966,0.2856333553791046,0.12796254456043243,4.631286719813943e-05,29728,29728,1
5,adaptive_recency_k16,0.9624910354614258,0.7417885661125183,0.8832659125328064,0.00014564716548193246,3922,3922,1
6,adaptive_recency_k16,0.9967131614685059,0.2873249053955078,0.1278764009475708,0.00018928066128864884,44378,44378,1
7,adaptive_recency_k16,0.9957268238067627,0.19771648943424225,0.06165057420730591,9.198941552313045e-05,374,374,1
8,adaptive_recency_k16,0.991970956325531,0.26048514246940613,0.10934417694807053,0.0004288495983928442,785,785,1
9,adaptive_recency_k16,0.9947054386138916,0.23195835947990417,0.08682481944561005,0.00015207599790301174,3840,3840,1
10,adaptive_recency_k16,0.9930020570755005,0.2512929141521454,0.0971951112151146,6.174331065267324e-05,315,315,1
11,adaptive_recency_k16,0.9958328008651733,0.29268383979797363,0.13551098108291626,0.00022124165843706578,11050,11050,1
12,adaptive_recency_k16,0.9953029155731201,0.3163886070251465,0.15369588136672974,4.596277722157538e-05,29728,29728,1
13,adaptive_recency_k16,0.9741727709770203,0.5621156096458435,0.5153130888938904,0.00014918991655576974,3922,3922,1
14,adaptive_recency_k16,0.9962321519851685,0.3165653645992279,0.15409035980701447,0.00022693976643495262,44378,44378,1
15,adaptive_recency_k16,0.9954280853271484,0.20521841943264008,0.06581345945596695,0.00010978708451148123,374,374,1
0,adaptive_recency_k32,0.9999895095825195,0.0,0.0,1.3969838619232178e-08,785,785,1
1,adaptive_recency_k32,0.9950725436210632,0.21721677482128143,0.0783035084605217,9.364675497636199e-05,3840,3840,1
2,adaptive_recency_k32,0.994282066822052,0.22825996577739716,0.08070585876703262,3.603461300372146e-05,315,315,1
3,adaptive_recency_k32,0.9962528944015503,0.2792840600013733,0.12348264455795288,0.0002599188592284918,11050,11050,1
4,adaptive_recency_k32,0.9958810210227966,0.2856333553791046,0.12796254456043243,4.631286719813943e-05,29728,29728,1
5,adaptive_recency_k32,0.9624910354614258,0.7417885661125183,0.8832659125328064,0.00014564716548193246,3922,3922,1
6,adaptive_recency_k32,0.9967131614685059,0.2873249053955078,0.1278764009475708,0.00018928066128864884,44378,44378,1
7,adaptive_recency_k32,0.9957268238067627,0.19771648943424225,0.06165057420730591,9.198941552313045e-05,374,374,1
8,adaptive_recency_k32,0.991970956325531,0.26048514246940613,0.10934417694807053,0.0004288495983928442,785,785,1
9,adaptive_recency_k32,0.9947054386138916,0.23195835947990417,0.08682481944561005,0.00015207599790301174,3840,3840,1
10,adaptive_recency_k32,0.9930020570755005,0.2512929141521454,0.0971951112151146,6.174331065267324e-05,315,315,1
11,adaptive_recency_k32,0.9958328008651733,0.29268383979797363,0.13551098108291626,0.00022124165843706578,11050,11050,1
12,adaptive_recency_k32,0.9953029155731201,0.3163886070251465,0.15369588136672974,4.596277722157538e-05,29728,29728,1
13,adaptive_recency_k32,0.9741727709770203,0.5621156096458435,0.5153130888938904,0.00014918991655576974,3922,3922,1
14,adaptive_recency_k32,0.9962321519851685,0.3165653645992279,0.15409035980701447,0.00022693976643495262,44378,44378,1
15,adaptive_recency_k32,0.9954280853271484,0.20521841943264008,0.06581345945596695,0.00010978708451148123,374,374,1
0,adaptive_attention_k16,0.9999895095825195,0.0,0.0,1.3969838619232178e-08,785,785,1
1,adaptive_attention_k16,0.999678373336792,0.056665338575839996,0.005079719237983227,6.5792019086075015e-06,3840,3840,1
2,adaptive_attention_k16,0.9992958307266235,0.078049436211586,0.009954798966646194,2.3038610379444435e-06,315,315,1
3,adaptive_attention_k16,0.9995356202125549,0.08724355697631836,0.012033565901219845,9.327213774668053e-06,11050,11050,1
4,adaptive_attention_k16,0.9995425343513489,0.08265884965658188,0.011209859512746334,5.036416041548364e-06,29728,29728,1
5,adaptive_attention_k16,0.9897278547286987,0.38520383834838867,0.23744140565395355,4.420195546117611e-05,3922,3922,1
6,adaptive_attention_k16,0.9992979764938354,0.11317339539527893,0.02035161666572094,4.1197301470674574e-05,44378,44378,1
7,adaptive_attention_k16,0.9986659288406372,0.10948629677295685,0.019172662869095802,2.5462541088927537e-05,374,374,1
8,adaptive_attention_k16,0.9978829026222229,0.13488589227199554,0.028937913477420807,0.00014478585217148066,785,785,1
9,adaptive_attention_k16,0.9985978007316589,0.12146768718957901,0.023253649473190308,1.4632598322350532e-05,3840,3840,1
10,adaptive_attention_k16,0.9990978240966797,0.08886677771806717,0.012574078515172005,3.83852056984324e-06,315,315,1
11,adaptive_attention_k16,0.999314546585083,0.116580531001091,0.020559029653668404,2.121078796335496e-05,11050,11050,1
12,adaptive_attention_k16,0.9994838833808899,0.09091585129499435,0.01369174849241972,8.399591024499387e-06,29728,29728,1
13,adaptive_attention_k16,0.9938597679138184,0.3178512752056122,0.15539738535881042,2.38194152188953e-05,3922,3922,1
14,adaptive_attention_k16,0.9995448589324951,0.08825286477804184,0.01232149824500084,8.013550541363657e-06,44378,44378,1
15,adaptive_attention_k16,0.9982393383979797,0.12621687352657318,0.025281723588705063,6.686644337605685e-05,374,374,1
0,adaptive_hybrid_k16,0.9999895095825195,0.0,0.0,1.3969838619232178e-08,785,785,1
1,adaptive_hybrid_k16,0.9984346628189087,0.12766596674919128,0.02512206882238388,3.1370622309623286e-05,3840,3840,1
2,adaptive_hybrid_k16,0.9995392560958862,0.06278504431247711,0.006423318758606911,2.194122498622164e-05,315,315,1
3,adaptive_hybrid_k16,0.9995635747909546,0.0835551917552948,0.01128443144261837,6.368082540575415e-05,11050,11050,1
4,adaptive_hybrid_k16,0.9995938539505005,0.07819179445505142,0.009929549880325794,1.4691169781144708e-05,29728,29728,1
5,adaptive_hybrid_k16,0.9988257884979248,0.13851599395275116,0.030798213556408882,6.891073098813649e-06,3922,3922,1
6,adaptive_hybrid_k16,0.9997109174728394,0.08308035880327225,0.010863476432859898,5.84867739235051e-05,44378,44378,1
7,adaptive_hybrid_k16,0.99946129322052,0.0691627785563469,0.007699674926698208,2.665145802893676e-05,374,374,1
8,adaptive_hybrid_k16,0.9990668892860413,0.08909192681312561,0.012761655263602734,9.644023521104828e-05,785,785,1
9,adaptive_hybrid_k16,0.9981821775436401,0.1430741250514984,0.030341118574142456,3.625612225732766e-05,3840,3840,1
10,adaptive_hybrid_k16,0.9995218515396118,0.06419641524553299,0.00674494169652462,2.8188045689603314e-05,315,315,1
11,adaptive_hybrid_k16,0.9995705485343933,0.08228442817926407,0.010861491784453392,4.5737819164060056e-05,11050,11050,1
12,adaptive_hybrid_k16,0.9995630979537964,0.08175425231456757,0.010852173902094364,1.3572018360719085e-05,29728,29728,1
13,adaptive_hybrid_k16,0.997981071472168,0.1710122525691986,0.04701631888747215,1.041756786435144e-05,3922,3922,1
14,adaptive_hybrid_k16,0.9996497631072998,0.09281744807958603,0.013448141515254974,6.274369661696255e-05,44378,44378,1
15,adaptive_hybrid_k16,0.9993287920951843,0.07759113609790802,0.009592256508767605,2.2005879145581275e-05,374,374,1
0,baseline,0.9999826550483704,0.0,0.0,3.725290298461914e-09,785,785,1
1,baseline,0.999970555305481,0.0,0.0,-2.444721758365631e-09,3840,3840,1
2,baseline,0.9999967813491821,0.0,0.0,-1.0622898116707802e-08,315,315,1
3,baseline,0.9999852180480957,0.0,0.0,2.7474015951156616e-08,11050,11050,1
4,baseline,1.0000075101852417,0.0,0.0,9.371433407068253e-09,29728,29728,1
5,baseline,1.0000026226043701,0.0,0.0,-1.8189894035458565e-08,3922,3922,1
6,baseline,0.9999815225601196,0.0,0.0,-8.381903171539307e-09,44378,44378,1
7,baseline,1.000002384185791,0.0,0.0,-3.026798367500305e-09,374,374,1
8,baseline,0.9999980330467224,0.0,0.0,8.847564458847046e-09,785,785,1
9,baseline,0.99997478723526,0.0,0.0,2.8463546186685562e-08,3840,3840,1
10,baseline,0.9999921917915344,0.0,0.0,-1.5978002920746803e-08,315,315,1
11,baseline,0.9999864101409912,0.0,0.0,-1.6763806343078613e-08,11050,11050,1
12,baseline,0.9999789595603943,0.0,0.0,-1.996522769331932e-08,29728,29728,1
13,baseline,0.9999995231628418,0.0,0.0,-1.8058926798403263e-08,3922,3922,1
14,baseline,1.000006914138794,0.0,0.0,-1.0652001947164536e-08,44378,44378,1
15,baseline,0.9999828338623047,0.0,0.0,-1.4202669262886047e-08,374,374,1
0,int8,0.9999826550483704,0.0,0.0,3.725290298461914e-09,785,785,1
1,int8,0.999887228012085,0.03175333887338638,0.0016497195465490222,3.1358695196104236e-08,3840,3840,1
2,int8,0.999942421913147,0.0205681249499321,0.0006699060904793441,9.390214472659864e-08,315,315,1
3,int8,0.999968409538269,0.020215852186083794,0.0006633431185036898,5.988522389088757e-07,11050,11050,1
4,int8,0.9999663829803467,0.024096312001347542,0.0009338053059764206,3.7636709748767316e-07,29728,29728,1
5,int8,0.9993589520454407,0.10456369817256927,0.01728244125843048,4.568378244584892e-07,3922,3922,1
6,int8,0.9999534487724304,0.02372201532125473,0.0009169810800813138,1.8639750010152056e-07,44378,44378,1
7,int8,0.9999493956565857,0.02238236740231514,0.0008100868435576558,9.859472811513115e-07,374,374,1
8,int8,0.9999144077301025,0.026725102216005325,0.0011335506569594145,1.646209966565948e-06,785,785,1
9,int8,0.9999164938926697,0.029207391664385796,0.0013786653289571404,4.1457681732026685e-07,3840,3840,1
10,int8,0.9999039769172668,0.0283400546759367,0.0012765559367835522,2.896986188716255e-07,315,315,1
11,int8,0.9999637603759766,0.020370367914438248,0.0006667120032943785,8.12955477158539e-07,11050,11050,1
12,int8,0.9999401569366455,0.02962343767285347,0.0013891971902921796,1.0299145287717693e-06,29728,29728,1
13,int8,0.9998699426651001,0.04823308065533638,0.0037614614702761173,1.1189968063263223e-07,3922,3922,1
14,int8,0.9999663829803467,0.026818253099918365,0.001183041837066412,2.0229595065757167e-07,44378,44378,1
15,int8,0.9999157190322876,0.02662714198231697,0.0011254212586209178,-4.310668373364024e-07,374,374,1
0,blocked_int8,0.9999826550483704,0.0,0.0,3.725290298461914e-09,785,785,1
1,blocked_int8,0.999887228012085,0.03175333887338638,0.0016497195465490222,3.1358695196104236e-08,3840,3840,1
2,blocked_int8,0.999942421913147,0.0205681249499321,0.0006699060904793441,9.390214472659864e-08,315,315,1
3,blocked_int8,0.999968409538269,0.020215852186083794,0.0006633431185036898,5.988522389088757e-07,11050,11050,1
4,blocked_int8,0.9999663829803467,0.024096312001347542,0.0009338053059764206,3.7636709748767316e-07,29728,29728,1
5,blocked_int8,0.9993589520454407,0.10456369817256927,0.01728244125843048,4.568378244584892e-07,3922,3922,1
6,blocked_int8,0.9999534487724304,0.02372201532125473,0.0009169810800813138,1.8639750010152056e-07,44378,44378,1
7,blocked_int8,0.9999493956565857,0.02238236740231514,0.0008100868435576558,9.859472811513115e-07,374,374,1
8,blocked_int8,0.9999144077301025,0.026725102216005325,0.0011335506569594145,1.646209966565948e-06,785,785,1
9,blocked_int8,0.9999164938926697,0.029207391664385796,0.0013786653289571404,4.1457681732026685e-07,3840,3840,1
10,blocked_int8,0.9999039769172668,0.0283400546759367,0.0012765559367835522,2.896986188716255e-07,315,315,1
11,blocked_int8,0.9999637603759766,0.020370367914438248,0.0006667120032943785,8.12955477158539e-07,11050,11050,1
12,blocked_int8,0.9999401569366455,0.02962343767285347,0.0013891971902921796,1.0299145287717693e-06,29728,29728,1
13,blocked_int8,0.9998699426651001,0.04823308065533638,0.0037614614702761173,1.1189968063263223e-07,3922,3922,1
14,blocked_int8,0.9999663829803467,0.026818253099918365,0.001183041837066412,2.0229595065757167e-07,44378,44378,1
15,blocked_int8,0.9999157190322876,0.02662714198231697,0.0011254212586209178,-4.310668373364024e-07,374,374,1
0,adaptive_recency_k1,0.9999826550483704,0.0,0.0,3.725290298461914e-09,785,785,1
1,adaptive_recency_k1,0.9948999881744385,0.23776794970035553,0.09292314946651459,3.217440462321974e-05,3840,3840,1
2,adaptive_recency_k1,0.9940406680107117,0.24148677289485931,0.08947086334228516,1.2146675544499885e-05,315,315,1
3,adaptive_recency_k1,0.9973253011703491,0.25518056750297546,0.10251986980438232,7.262566941790283e-05,11050,11050,1
4,adaptive_recency_k1,0.9959163069725037,0.2919718623161316,0.1339937448501587,2.6531279218033887e-05,29728,29728,1
5,adaptive_recency_k1,0.991550624370575,0.3697875738143921,0.21973103284835815,3.0542614695150405e-05,3922,3922,1
6,adaptive_recency_k1,0.9971015453338623,0.319179505109787,0.15495699644088745,0.0001304134784732014,44378,44378,1
7,adaptive_recency_k1,0.9956533908843994,0.2071523815393448,0.0667782798409462,4.957619967171922e-05,374,374,1
8,adaptive_recency_k1,0.990506112575531,0.28540554642677307,0.1328865885734558,0.0001755532284732908,785,785,1
9,adaptive_recency_k1,0.9943636059761047,0.2681807577610016,0.11497295647859573,5.28937453054823e-05,3840,3840,1
10,adaptive_recency_k1,0.9921745657920837,0.27421313524246216,0.11411546915769577,1.6638585293549113e-05,315,315,1
11,adaptive_recency_k1,0.9969737529754639,0.27904728055000305,0.12137236446142197,6.4974716224242e-05,11050,11050,1
12,adaptive_recency_k1,0.9954453706741333,0.3112083971500397,0.15046508610248566,2.3689579393249005e-05,29728,29728,1
13,adaptive_recency_k1,0.9933336973190308,0.32182884216308594,0.16937780380249023,1.323333435720997e-05,3922,3922,1
14,adaptive_recency_k1,0.9968422651290894,0.30263498425483704,0.1413690149784088,4.8564445023657754e-05,44378,44378,1
15,adaptive_recency_k1,0.9951577186584473,0.21486739814281464,0.07229035347700119,3.798975740210153e-05,374,374,1
0,adaptive_recency_k16,0.9999826550483704,0.0,0.0,3.725290298461914e-09,785,785,1
1,adaptive_recency_k16,0.9948999881744385,0.23776794970035553,0.09292314946651459,3.217440462321974e-05,3840,3840,1
2,adaptive_recency_k16,0.9940406680107117,0.24148677289485931,0.08947086334228516,1.2146675544499885e-05,315,315,1
3,adaptive_recency_k16,0.9973253011703491,0.25518056750297546,0.10251986980438232,7.262566941790283e-05,11050,11050,1
4,adaptive_recency_k16,0.9959163069725037,0.2919718623161316,0.1339937448501587,2.6531279218033887e-05,29728,29728,1
5,adaptive_recency_k16,0.991550624370575,0.3697875738143921,0.21973103284835815,3.0542614695150405e-05,3922,3922,1
6,adaptive_recency_k16,0.9971015453338623,0.319179505109787,0.15495699644088745,0.0001304134784732014,44378,44378,1
7,adaptive_recency_k16,0.9956533908843994,0.2071523815393448,0.0667782798409462,4.957619967171922e-05,374,374,1
8,adaptive_recency_k16,0.990506112575531,0.28540554642677307,0.1328865885734558,0.0001755532284732908,785,785,1
9,adaptive_recency_k16,0.9943636059761047,0.2681807577610016,0.11497295647859573,5.28937453054823e-05,3840,3840,1
10,adaptive_recency_k16,0.9921745657920837,0.27421313524246216,0.11411546915769577,1.6638585293549113e-05,315,315,1
11,adaptive_recency_k16,0.9969737529754639,0.27904728055000305,0.12137236446142197,6.4974716224242e-05,11050,11050,1
12,adaptive_recency_k16,0.9954453706741333,0.3112083971500397,0.15046508610248566,2.3689579393249005e-05,29728,29728,1
13,adaptive_recency_k16,0.9933336973190308,0.32182884216308594,0.16937780380249023,1.323333435720997e-05,3922,3922,1
14,adaptive_recency_k16,0.9968422651290894,0.30263498425483704,0.1413690149784088,4.8564445023657754e-05,44378,44378,1
15,adaptive_recency_k16,0.9951577186584473,0.21486739814281464,0.07229035347700119,3.798975740210153e-05,374,374,1
0,adaptive_recency_k32,0.9999826550483704,0.0,0.0,3.725290298461914e-09,785,785,1
1,adaptive_recency_k32,0.9948999881744385,0.23776794970035553,0.09292314946651459,3.217440462321974e-05,3840,3840,1
2,adaptive_recency_k32,0.9940406680107117,0.24148677289485931,0.08947086334228516,1.2146675544499885e-05,315,315,1
3,adaptive_recency_k32,0.9973253011703491,0.25518056750297546,0.10251986980438232,7.262566941790283e-05,11050,11050,1
4,adaptive_recency_k32,0.9959163069725037,0.2919718623161316,0.1339937448501587,2.6531279218033887e-05,29728,29728,1
5,adaptive_recency_k32,0.991550624370575,0.3697875738143921,0.21973103284835815,3.0542614695150405e-05,3922,3922,1
6,adaptive_recency_k32,0.9971015453338623,0.319179505109787,0.15495699644088745,0.0001304134784732014,44378,44378,1
7,adaptive_recency_k32,0.9956533908843994,0.2071523815393448,0.0667782798409462,4.957619967171922e-05,374,374,1
8,adaptive_recency_k32,0.990506112575531,0.28540554642677307,0.1328865885734558,0.0001755532284732908,785,785,1
9,adaptive_recency_k32,0.9943636059761047,0.2681807577610016,0.11497295647859573,5.28937453054823e-05,3840,3840,1
10,adaptive_recency_k32,0.9921745657920837,0.27421313524246216,0.11411546915769577,1.6638585293549113e-05,315,315,1
11,adaptive_recency_k32,0.9969737529754639,0.27904728055000305,0.12137236446142197,6.4974716224242e-05,11050,11050,1
12,adaptive_recency_k32,0.9954453706741333,0.3112083971500397,0.15046508610248566,2.3689579393249005e-05,29728,29728,1
13,adaptive_recency_k32,0.9933336973190308,0.32182884216308594,0.16937780380249023,1.323333435720997e-05,3922,3922,1
14,adaptive_recency_k32,0.9968422651290894,0.30263498425483704,0.1413690149784088,4.8564445023657754e-05,44378,44378,1
15,adaptive_recency_k32,0.9951577186584473,0.21486739814281464,0.07229035347700119,3.798975740210153e-05,374,374,1
0,adaptive_attention_k16,0.9999826550483704,0.0,0.0,3.725290298461914e-09,785,785,1
1,adaptive_attention_k16,0.9998114109039307,0.04385428503155708,0.0031035938300192356,5.644748171107494e-07,3840,3840,1
2,adaptive_attention_k16,0.9996778964996338,0.05189555138349533,0.0044465744867920876,3.26575673170737e-07,315,315,1
3,adaptive_attention_k16,0.9998785257339478,0.04533207044005394,0.003328074002638459,1.3466498103298363e-06,11050,11050,1
4,adaptive_attention_k16,0.9998099207878113,0.05711546540260315,0.005239979829639196,1.0606700016069226e-06,29728,29728,1
5,adaptive_attention_k16,0.9957451820373535,0.25681376457214355,0.10641328245401382,5.3085150284459814e-06,3922,3922,1
6,adaptive_attention_k16,0.9997521638870239,0.07155991345643997,0.008073413744568825,8.462273399345577e-06,44378,44378,1
7,adaptive_attention_k16,0.9993981719017029,0.07349704205989838,0.008795099332928658,6.938239494047593e-06,374,374,1
8,adaptive_attention_k16,0.9992696046829224,0.07983444631099701,0.010275065898895264,1.1279963473498356e-05,785,785,1
9,adaptive_attention_k16,0.9996739029884338,0.05819019675254822,0.005465687718242407,1.1936067494389135e-06,3840,3840,1
10,adaptive_attention_k16,0.9997122287750244,0.048249367624521255,0.0037949210964143276,1.3927619875175878e-06,315,315,1
11,adaptive_attention_k16,0.9998747110366821,0.046168144792318344,0.0034422792959958315,3.01920863421401e-06,11050,11050,1
12,adaptive_attention_k16,0.9998201131820679,0.055288221687078476,0.00488218292593956,1.4500833458441775e-06,29728,29728,1
13,adaptive_attention_k16,0.9991971850395203,0.11427468061447144,0.02075769379734993,6.597796868845762e-07,3922,3922,1
14,adaptive_attention_k16,0.9997854828834534,0.06587497144937515,0.007055934052914381,2.8437298169592395e-06,44378,44378,1
15,adaptive_attention_k16,0.9993796348571777,0.07453957945108414,0.008913800120353699,5.779286766482983e-06,374,374,1
0,adaptive_hybrid_k16,0.9999826550483704,0.0,0.0,3.725290298461914e-09,785,785,1
1,adaptive_hybrid_k16,0.9995089769363403,0.07242079079151154,0.008572429418563843,2.1164760255487636e-06,3840,3840,1
2,adaptive_hybrid_k16,0.9992788434028625,0.07925067842006683,0.009863004088401794,3.502186700643506e-06,315,315,1
3,adaptive_hybrid_k16,0.9998071193695068,0.06541593372821808,0.006778812501579523,1.1614494724199176e-05,11050,11050,1
4,adaptive_hybrid_k16,0.9997425675392151,0.06833478808403015,0.0075067514553666115,2.9720331440330483e-06,29728,29728,1
5,adaptive_hybrid_k16,0.998651385307312,0.15463469922542572,0.037404656410217285,3.0063783924560994e-06,3922,3922,1
6,adaptive_hybrid_k16,0.9997592568397522,0.09294957667589188,0.013348986394703388,3.398582339286804e-05,44378,44378,1
7,adaptive_hybrid_k16,0.9986835718154907,0.10902511328458786,0.019169924780726433,1.5870282368268818e-05,374,374,1
8,adaptive_hybrid_k16,0.9987455606460571,0.10344989597797394,0.01792135089635849,3.6165391065878794e-05,785,785,1
9,adaptive_hybrid_k16,0.9995131492614746,0.07292493432760239,0.008651738055050373,3.6150345295027364e-06,3840,3840,1
10,adaptive_hybrid_k16,0.9993985891342163,0.07193177193403244,0.008195959031581879,4.509904101723805e-06,315,315,1
11,adaptive_hybrid_k16,0.9998260140419006,0.0661017969250679,0.006807185709476471,1.490683644078672e-05,11050,11050,1
12,adaptive_hybrid_k16,0.9997392892837524,0.0682363361120224,0.007380793336778879,2.798471541609615e-06,29728,29728,1
13,adaptive_hybrid_k16,0.9996812343597412,0.06980481743812561,0.007935039699077606,3.6886831367155537e-07,3922,3922,1
