timestamp,run_id,model_name,device,dtype,mode,sequence_length,generated_tokens,batch_size,tokens_per_sec,latency_per_token_ms,kv_memory_mb,compression_ratio,accuracy_cosine,accuracy_mae,accuracy_mse,kl_divergence,next_token_agreement,generated_text_overlap,adaptive_policy,adaptive_update_interval,adaptive_monotonic,block_size,notes
2026-04-27T18:29:01.034296+00:00,20260427T182901Z_2fddae49,Qwen/Qwen2.5-3B,mps,float16,adaptive_attention_k16,256,32,1,4.828631005134449,207.09803646968794,5.17181396484375,1.9509293680297397,0.999423049390316,0.07140548131428659,0.012749223911669105,3.2268464984497314e-06,1.0,1.0,attention,16,True,16,Qwen2.5-3B adaptive KV benchmark
2026-04-27T18:29:01.034296+00:00,20260427T182901Z_2fddae49,Qwen/Qwen2.5-3B,mps,float16,adaptive_hybrid_k16,256,32,1,4.85534077951206,205.95876693550963,5.45306396484375,1.8503072428729728,0.9994252659380436,0.08080939296633005,0.011935291346162558,1.0829842921111776e-05,1.0,1.0,hybrid,16,True,16,Qwen2.5-3B adaptive KV benchmark
2026-04-27T18:29:01.034296+00:00,20260427T182901Z_2fddae49,Qwen/Qwen2.5-3B,mps,float16,baseline,512,32,1,4.560670411226232,219.26600912411232,19.08984375,1.0,0.9999946281313896,0.0,0.0,-1.3869794202037156e-09,1.0,1.0,,,,16,Qwen2.5-3B adaptive KV benchmark
2026-04-27T18:29:01.034296+00:00,20260427T182901Z_2fddae49,Qwen/Qwen2.5-3B,mps,float16,int8,512,32,1,2.414938940579667,414.0891445313173,9.55426025390625,1.9980451905939172,0.999908097088337,0.029966296162456274,0.002175784728024155,1.7771321214610225e-07,1.0,1.0,,,,16,Qwen2.5-3B adaptive KV benchmark
2026-04-27T18:29:01.034296+00:00,20260427T182901Z_2fddae49,Qwen/Qwen2.5-3B,mps,float16,blocked_int8,512,32,1,6.494199280143374,153.983571624849,9.57183837890625,1.9943758967001435,0.999908097088337,0.029966296162456274,0.002175784728024155,1.7771321214610225e-07,1.0,1.0,,,,16,Qwen2.5-3B adaptive KV benchmark
2026-04-27T18:29:01.034296+00:00,20260427T182901Z_2fddae49,Qwen/Qwen2.5-3B,mps,float16,adaptive_recency_k1,512,32,1,3.298884814593212,303.132742184971,10.097259521484375,1.8905965236786988,0.9955948330461979,0.26345406379550695,0.120595742482692,3.8785947481301264e-05,1.0,1.0,recency,1,True,16,Qwen2.5-3B adaptive KV benchmark
2026-04-27T18:29:01.034296+00:00,20260427T182901Z_2fddae49,Qwen/Qwen2.5-3B,mps,float16,adaptive_recency_k16,512,32,1,2.7768405037090744,360.12151171962614,10.097259521484375,1.8905965236786988,0.9955948330461979,0.26345406379550695,0.120595742482692,3.8785947481301264e-05,1.0,1.0,recency,16,True,16,Qwen2.5-3B adaptive KV benchmark
2026-04-27T18:29:01.034296+00:00,20260427T182901Z_2fddae49,Qwen/Qwen2.5-3B,mps,float16,adaptive_recency_k32,512,32,1,2.920859950026862,342.3649257783836,10.097259521484375,1.8905965236786988,0.9955948330461979,0.26345406379550695,0.120595742482692,3.8785947481301264e-05,1.0,1.0,recency,32,True,16,Qwen2.5-3B adaptive KV benchmark
2026-04-27T18:29:01.034296+00:00,20260427T182901Z_2fddae49,Qwen/Qwen2.5-3B,mps,float16,adaptive_attention_k16,512,32,1,3.0423323192549594,328.69519009182113,9.112884521484375,2.094819012025679,0.9995163269340992,0.07451058458536863,0.01234276955074165,1.892952056437025e-06,1.0,1.0,attention,16,True,16,Qwen2.5-3B adaptive KV benchmark
2026-04-27T18:29:01.034296+00:00,20260427T182901Z_2fddae49,Qwen/Qwen2.5-3B,mps,float16,adaptive_hybrid_k16,512,32,1,3.465478808800736,288.5604140647047,10.097259521484375,1.8905965236786988,0.999581091105938,0.07007782557047904,0.01033425513014663,2.404976723102692e-06,1.0,1.0,hybrid,16,True,16,Qwen2.5-3B adaptive KV benchmark
